,chinese_yuan,euro,japanese_yen,uk_pound,us_dollar,algerian_dinar,australian_dollar,bahrain_dinar,botswana_pula,brazilian_real,brunei_dollar,canadian_dollar,chilean_peso,colombian_peso,czech_koruna,danish_krone,hungarian_forint,icelandic_krona,indian_rupee,indonesian_rupiah,iranian_rial,israeli_new_shekel,kazakhstani_tenge,korean_won,kuwaiti_dinar,libyan_dinar,malaysian_ringgit,mauritian_rupee,mexican_peso,nepalese_rupee,new_zealand_dollar,norwegian_krone,omani_rial,pakistani_rupee,peruvian_sol,philippine_peso,polish_zloty,qatari_riyal,russian_ruble,saudi_arabian_riyal,singapore_dollar,south_african_rand,sri_lankan_rupee,swedish_krona,swiss_franc,thai_baht,trinidadian_dollar,tunisian_dinar,uae_dirham,uruguayan_peso,bolivar_fuerte
2023-01-31,6.7529,0.9231053263177329,130.41,0.8114248620577735,1.0,135.7745,1.4210601108426886,,12.853470437017997,5.0987,1.3142,1.335,810.37,,21.961,6.8668,,,81.7387,,,3.475,,1228.7,0.30535,,4.2475,44.7563,18.7937,,1.546072974644403,10.0695,0.3845,,3.844,54.545,4.348,3.64,70.5174,3.75,1.3142,17.4258,,10.4153,0.9268,32.774,6.747,,3.6725,38.681,
2023-02-01,6.746,0.9179364787956674,129.87,0.8111944838775096,1.0,135.6035,1.414827391058291,,12.853470437017997,5.0715,1.3143,1.3321,804.28,,21.797,6.8291,,,81.8494,,,3.456,,1230.8,0.30525,,,,18.739,,1.5543638765835082,9.9659,0.3845,,3.843,54.571,4.3254,3.64,70.1217,3.75,1.3143,17.3973,,10.4307,0.9159,32.902,6.7485,,3.6725,38.696,
2023-02-02,6.7225,0.9100837277029487,128.4,0.8082767539605561,1.0,135.0726,1.3986013986013988,,12.69035532994924,4.9895,1.3043,1.3312,791.8,,21.657,6.7704,,,81.9536,,,3.422,,1231.4,0.30465,,4.241,44.9248,18.6232,,1.532097441397273,9.9686,0.3845,,3.83,54.591,4.2803,3.64,70.0414,3.75,1.3043,17.0461,,10.3078,0.90915,32.728,6.7347,,3.6725,38.572,
2023-02-03,6.7444,0.9143275121148396,128.68,0.8158270446665308,1.0,135.5327,1.416029453412631,,12.738853503184714,5.1024,1.3113,1.3391,781.49,,21.694,6.8065,,,82.2296,,,3.398,,1219.3,,,4.267,44.908,18.8895,,1.544878727019929,10.0378,,,3.843,53.955,4.2928,,70.3847,,1.3113,17.1455,,10.3979,0.91335,33.004,6.7462,,,39.119,
2023-02-06,6.7812,0.9279881217520417,132.35,0.829737802854298,1.0,136.099,1.440299582313121,,12.903225806451614,5.1757,1.3241,1.3442,788.88,,22.126,6.9072,,,82.454,,,3.474,,1227.2,0.30535,,,45.1592,,,,10.2476,0.3845,,3.849,53.772,4.3833,3.64,70.5991,3.75,1.3241,17.5008,,10.5945,0.9265,33.509,6.7328,,3.6725,39.258,
2023-02-07,6.787,0.9345794392523364,132.54,0.8342718892086931,1.0,136.4176,1.4427932477276004,,12.970168612191959,5.1689,1.327,1.3435,804.79,,22.271,6.9547,,,82.6959,,,3.473,,1247.5,0.3056,,4.2945,45.224,19.0517,,1.5835312747426762,10.3975,0.3845,,3.843,54.279,4.4325,3.64,70.8924,3.75,1.327,17.6448,,10.6244,0.92725,33.626,6.757,,3.6725,39.076,
2023-02-08,6.7797,0.9315323707498836,130.89,0.8268562923763849,1.0,136.3999,1.4359563469270533,,12.9366106080207,5.203,1.3245,1.3429,799.46,,22.152,6.9326,,,82.6746,,,3.481,,1256.0,0.3055,,4.2985,45.2759,18.9435,,1.5814027041986243,10.2711,0.3845,,3.852,54.848,4.4074,3.64,71.5763,3.75,1.3245,17.5344,,10.5324,0.91935,33.538,6.7643,,3.6725,39.092,
2023-02-09,6.7853,0.9284189026088572,131.55,0.823113013416742,1.0,136.3526,1.438021282714984,,12.987012987012987,5.2309,1.3259,1.3427,793.19,,21.997,6.9092,,,82.6103,,,3.489,,1257.1,0.3056,,4.306,45.4352,18.9543,,1.5850372483753368,10.1312,0.3845,,3.863,54.88,4.4003,3.64,72.8949,3.75,1.3259,17.7007,,10.5088,0.9196,33.531,6.7581,,3.6725,39.105,
2023-02-10,6.798,0.9354536950420954,131.62,0.8258320257659592,1.0,136.2818,1.4444604940054888,,13.020833333333334,5.252,1.3283,1.3362,796.27,,22.161,6.964,,,82.5787,,,3.507,,1263.1,,,4.3305,45.3483,18.6893,,1.58052789631737,10.1693,,,3.853,54.744,4.4565,,72.7923,,1.3283,17.7503,,10.3358,0.92275,33.671,6.7211,,,39.144,
2023-02-13,6.8243,0.9358038555118847,131.7,0.829324929507381,1.0,136.6181,1.447596988998263,,13.089005235602095,5.1828,1.3327,1.3343,800.78,,22.216,6.9703,,,82.7046,,,3.54,,1264.3,0.306,,4.3595,45.7884,18.6327,,1.5857913098636218,10.1266,0.3845,,3.849,54.543,4.4856,3.64,73.6307,,1.3327,17.9937,,10.4623,0.92265,33.802,,,3.6725,39.02,
2023-02-14,6.8189,0.9294544102611766,132.28,0.8194706219782021,1.0,136.3762,,,,5.1501,1.3276,1.3345,,,22.079,6.9257,,,82.7163,,,3.502,,,0.30585,,,45.7073,18.5383,,,10.1104,,,3.858,54.702,4.4463,,,3.75,1.3276,17.8519,,,0.91835,,,,3.6725,39.084,
2023-02-15,6.8468,0.9345794392523364,132.73,0.8293593199253576,1.0,136.4882,1.4415453366008362,,13.10615989515072,5.2237,1.3324,1.3411,789.49,,22.117,6.964,,,82.8621,,,3.529,,1269.9,0.30605,,4.384,45.9708,18.6428,,1.5799036258788213,10.205,0.3845,,3.858,54.784,4.4372,3.64,74.2077,3.75,1.3324,17.9856,,10.3999,0.92245,34.084,6.7538,,3.6725,39.344,
2023-02-16,6.8556,0.9345794392523364,134.05,0.8295313148071339,1.0,136.5532,1.444669170759896,,13.140604467805518,5.2426,1.3341,1.3439,792.62,,22.136,6.9617,,,82.6414,,,3.538,,1279.3,0.3062,,4.4025,45.777,18.5497,,1.597444089456869,10.2349,0.3845,,3.862,55.105,4.4601,3.64,74.7638,3.75,1.3341,18.0048,,10.3838,0.92195,34.225,6.7457,,3.6725,39.57,
2023-02-17,6.8779,0.9411764705882353,134.3,0.8378718056137411,1.0,136.9426,1.461347362268011,,13.227513227513228,5.2006,1.3394,1.3487,794.35,,22.318,7.0084,,,82.8085,,,3.566,,1283.7,,,4.4295,45.9959,18.4142,,1.6016657323616563,10.3671,,,3.839,55.217,4.4888,,74.7588,,1.3394,18.2712,,10.5209,0.9329,34.541,6.7573,,,39.302,
2023-02-21,6.8745,0.9377344336084021,134.25,0.8257638315441783,1.0,136.7537,1.4501160092807426,,13.175230566534916,,1.3376,1.3516,791.7,,22.252,6.982,,,82.7562,,,3.649,,1295.8,0.3064,,4.432,46.2608,18.3938,,1.5998720102391808,10.2652,0.3845,,3.831,55.168,4.4524,3.64,74.8596,3.75,1.3376,18.2314,,10.3467,0.92455,34.58,,,3.6725,,
2023-02-22,6.8945,0.9394964299135663,134.8,0.8276090374906895,1.0,136.8364,1.4622020763269485,,13.227513227513228,5.1724,1.3393,1.3542,797.75,,22.238,6.9954,,,82.8434,,,3.663,,1295.8,0.3064,,4.4365,46.1225,18.3483,,1.6041065126724416,10.303,0.3845,,3.821,55.008,4.4687,3.64,74.7087,,1.3393,18.3646,,10.3402,0.92825,34.645,6.7563,,3.6725,38.866,
2023-02-23,6.8909,0.9419743782969102,,0.8313242996092776,1.0,137.0428,1.4641288433382136,,13.227513227513228,5.1324,1.3383,1.3549,799.42,,22.309,7.011,,,82.7628,,,3.613,,1303.8,0.3066,,4.434,46.159,18.4107,,1.605007623786213,10.3189,0.3845,,3.8,55.133,4.4873,3.64,,3.75,1.3383,18.3119,,10.4006,0.93195,34.584,6.7601,,3.6725,38.553,
2023-02-24,6.9365,0.946073793755913,134.1,0.8342718892086931,1.0,136.9412,1.4675667742882301,,13.245033112582782,5.1785,1.343,1.3622,802.93,,22.369,7.0424,,,82.7432,,,3.659,,1299.6,,,4.4335,46.2063,18.4023,,1.6033349366682699,10.3472,,,3.81,,4.463,,,,1.343,18.309,,10.4029,0.93535,34.792,6.7401,,,38.764,
2023-02-27,6.9657,0.9475080538184576,136.15,0.8345852111500585,1.0,136.9363,1.4900908955446281,,13.35113484646195,5.1954,1.3507,1.3573,818.67,,22.38,7.0519,,,82.9145,,,3.673,,1300.5,,,4.4725,46.446,18.4077,,1.6214025131738954,10.388,0.3845,,3.811,55.014,4.4697,3.64,75.4323,3.75,1.3507,18.3413,,10.4916,0.9403,35.084,6.7364,,3.6725,39.037,
2023-02-28,6.9449,0.9417082587814295,136.29,0.8267879288962381,1.0,136.5577,1.4858841010401187,,13.333333333333334,5.2072,1.348,1.3609,831.24,,22.123,7.0104,,,82.6816,,,3.668,,1317.4,0.30685,,4.4835,46.5135,18.3448,,1.6216654504175787,10.3318,0.3845,,3.803,55.312,4.4475,3.64,74.8932,,1.348,18.4803,,10.3904,0.93795,35.136,6.7431,,3.6725,38.893,
2023-03-01,6.8906,0.9359790340696368,136.36,0.8298755186721991,1.0,136.3816,1.4814814814814814,,,5.2064,1.3466,1.3612,829.97,,21.92,6.9666,,,82.5467,,,3.636,,,0.30685,,4.486,46.6619,18.17,,1.6212710765239948,10.3299,0.3845,,3.779,55.21,4.4094,3.64,75.2513,,1.3466,18.1575,,10.4007,0.9359,35.026,6.7295,,3.6725,38.897,
2023-03-02,6.9097,0.9429514380009429,136.5,0.8346548702111677,1.0,136.3992,1.4823599169878448,,13.245033112582782,5.2074,1.3448,1.3614,815.24,,22.145,7.0172,,,82.5555,,,3.642,,1319.2,0.30675,,4.4765,46.5972,18.126,,1.6017940092904053,10.4526,0.3845,,3.779,55.077,4.4002,3.64,75.4729,3.75,1.3448,18.1847,,10.4957,0.94085,34.861,6.7293,,,39.137,
2023-03-03,6.901,0.9420631182289212,136.6,0.8329862557267805,1.0,136.4403,1.482799525504152,,,5.2031,1.3475,1.361,814.56,,22.148,7.0101,,,82.2643,,,3.664,,1310.4,,,4.4785,46.7739,18.0123,,1.6053941242575052,10.4202,,,3.782,54.984,4.4341,,75.4592,,1.3475,18.1537,,10.4811,0.93885,34.761,6.7212,,,39.428,
2023-03-06,6.9178,0.9393199323689648,135.86,0.8331250520703158,1.0,136.2642,1.4801657785671996,,13.227513227513228,5.1964,1.344,1.3615,808.91,,22.112,6.9907,,,81.7448,,,3.589,,1304.8,0.30665,,4.464,46.8401,18.0122,,1.6090104585679805,10.4367,0.3845,,3.784,54.833,4.4289,3.64,75.4728,3.75,1.344,18.1994,,10.4813,0.93505,,6.7376,,3.6725,39.218,
2023-03-07,6.9253,0.9376465072667605,136.09,0.8342718892086931,1.0,136.0763,1.4896469536719796,,13.245033112582782,5.1895,1.3447,1.3717,803.0,,22.031,6.9785,,,,,,,,1296.7,0.30655,,4.477,46.9603,18.1155,,1.6140747316600756,10.4955,0.3845,,3.784,54.844,4.3981,3.64,75.4577,3.75,1.3447,18.2798,,10.4522,0.93385,34.537,6.7442,,3.6725,,
2023-03-08,6.9706,0.948316737790422,137.33,0.8447729672650475,1.0,136.8984,1.5172204521316948,,13.404825737265416,5.1381,1.3561,1.3785,798.18,,22.379,7.0566,,,82.089,,,,,1299.1,0.30725,,4.5225,46.8455,17.9662,,1.6366612111292962,10.6406,0.3845,,3.784,55.081,4.4626,3.64,,3.75,1.3561,18.6706,,10.7352,0.9432,35.11,6.754,,3.6725,39.171,
2023-03-09,6.9727,0.9475080538184576,137.02,0.8410782623323101,1.0,136.7193,1.51285930408472,,13.404825737265416,5.1347,1.3538,1.379,802.88,,22.378,7.0514,,,81.9159,,,3.598,,1319.5,0.3071,,4.5245,47.0207,18.0577,,1.6371971185330714,10.6798,0.3845,,3.788,55.397,4.4356,3.64,75.9028,3.75,1.3538,18.6267,,10.6946,0.93745,35.068,6.7666,,3.6725,39.177,
2023-03-10,6.9657,0.9446438692612885,135.91,0.8338544923910778,1.0,136.5434,1.5153811183512653,,13.36898395721925,,1.3558,,800.88,,22.325,7.0305,,,82.0147,,,3.595,,1319.7,,,4.518,46.998,,,1.6378674965195315,10.665,,,,55.238,4.4266,,75.9406,,1.3558,18.4585,,10.7657,0.9276,35.075,,,,,
2023-03-13,6.902,0.9340556697179152,134.33,0.8274036074797286,1.0,135.7691,,,13.192612137203165,5.2394,1.3442,1.373,797.19,,22.179,6.9535,,,81.9132,,,3.626,,1325.7,0.30645,,4.484,46.9452,18.8302,,1.6260162601626016,10.6382,0.3845,,3.798,55.203,4.3906,3.64,75.4609,3.75,1.3442,18.1428,,10.6326,0.9142,34.556,6.752,,3.6725,39.333,
2023-03-14,6.87,0.9313588525658936,133.05,0.821962847279303,1.0,135.9333,1.5039855617386073,,13.21003963011889,5.2356,1.348,1.3677,803.14,,22.155,6.9337,,,82.3619,,,3.627,,1307.3,0.30645,,4.48,47.047,18.6427,,1.6090104585679805,10.557,0.3845,,3.785,54.919,4.3793,3.64,75.1927,3.75,1.348,18.2052,,10.6176,0.91175,34.521,6.7484,,3.6725,39.248,
2023-03-15,6.8931,0.9479571523367144,134.57,0.8288437629506838,1.0,135.687,1.4943215780035863,,13.192612137203165,5.2975,1.342,1.3778,800.71,,22.696,7.0572,,,82.4955,,,3.641,,1304.9,0.30635,,4.471,46.9387,18.9972,,1.6051364365971108,10.7498,0.3845,,3.804,55.025,4.403,3.64,75.7457,3.75,1.342,18.2294,,10.412,0.92225,34.513,6.7475,,3.6725,39.541,
2023-03-16,6.9028,0.9438414346389805,132.55,0.8299443937256203,1.0,136.2853,1.5067048365225253,,13.297872340425531,5.2886,1.3508,1.3744,817.42,,22.66,7.0294,,,82.6841,,,3.667,,1302.0,0.3067,,4.508,47.2608,18.9095,,1.6194331983805668,10.8058,0.3845,,3.796,54.861,4.4248,3.64,76.4095,3.75,1.3508,18.3496,,10.5545,0.9272,34.501,6.7466,,3.6725,39.679,
2023-03-17,6.8673,0.9413536665725313,133.48,0.824334350012365,1.0,136.0154,1.4894250819183794,,13.262599469496022,5.2673,1.3421,1.3734,824.65,,22.545,7.0084,,,82.4663,,,3.667,,1312.1,,,4.4825,46.9883,18.8977,,1.6129032258064517,10.752,,,3.792,54.972,4.4202,,76.6044,,1.3421,18.3149,,10.4552,0.92765,34.244,6.7371,,,39.496,
2023-03-20,6.8912,0.9330969487729774,132.6,0.8174943797261394,1.0,136.0272,1.4963339817447254,,13.262599469496022,5.2461,1.3419,1.3674,830.65,,22.38,6.9469,,,82.503,,,3.677,,1303.6,0.3065,,4.4805,46.8039,,,1.5936254980079683,10.6569,0.3845,,3.779,54.678,4.413,3.64,77.2422,3.75,1.3419,18.5427,,10.5265,0.92705,34.086,6.7553,,3.6725,39.24,
2023-03-21,6.8737,0.9279881217520417,,0.8161932745674175,1.0,135.6694,1.4945449110745777,,13.315579227696405,5.2438,1.3388,1.3706,826.35,,22.125,6.9103,,,82.6799,,,3.65,,1308.4,0.3064,,4.4775,46.7231,18.6755,,1.6025641025641026,10.4979,0.3845,,3.765,54.653,,3.64,76.8373,3.75,1.3388,,,10.3501,0.9237,34.222,6.766,,3.6725,38.945,
2023-03-22,6.8899,0.9272137227630969,132.44,0.8149295085975062,1.0,135.4348,1.4936519790888723,,13.297872340425531,5.2642,1.3368,1.3712,821.55,,21.998,6.9051,,,,,,3.642,,1307.8,0.3063,,4.472,,18.5437,,1.6165535079211122,10.5072,0.3845,,3.767,54.353,4.3467,3.64,76.9561,3.75,1.3368,18.5316,,10.3499,0.9224,34.485,6.7753,,3.6725,38.979,
2023-03-23,6.8285,0.9192021325489474,130.85,0.8125126955108674,1.0,135.2445,1.4834594273846609,,13.123359580052492,5.2626,,1.3671,818.76,,21.748,6.8464,,,82.159,,,3.612,,1307.1,0.3059,,4.4285,46.7145,18.4902,,1.6012810248198557,10.3723,0.3845,,3.762,54.519,4.3011,3.64,76.3072,3.75,1.325,18.128,,10.2535,0.91655,34.118,6.7776,,3.6725,38.741,
2023-03-24,6.8506,0.9306654257794322,130.6,0.8185650554577826,1.0,135.5593,1.4954389113204727,,13.123359580052492,5.2915,1.328,1.3763,805.23,,22.037,6.9352,,,82.2378,,,3.628,,1287.2,,,4.4265,46.4848,18.5178,,1.6016657323616563,10.5226,,,3.764,54.451,,,76.4479,,1.328,18.1647,,10.3705,0.92,34.108,6.7782,,,38.935,
2023-03-27,6.8858,0.9282465422816301,130.65,0.8154943934760448,1.0,135.9507,1.5037593984962405,,13.192612137203165,5.23,1.3328,1.3682,811.48,,22.03,6.9168,,,82.3558,,,3.557,,1289.7,0.30645,,4.4295,46.1247,18.383,,1.6126431220770845,10.5245,0.3845,,3.765,54.322,4.3518,3.64,76.5662,3.75,1.3328,18.3017,,10.3982,0.9162,34.305,6.7629,,3.6725,38.78,
2023-03-28,6.8863,0.9224241306152569,130.65,0.8124136810463888,1.0,135.7079,1.4949917775452235,,13.192612137203165,5.1727,1.3284,1.3626,806.58,,21.827,6.8713,,,82.2068,,,3.534,,1300.3,0.30625,,4.397,46.1606,18.2523,,1.6095284081764043,10.4455,,,3.763,54.439,4.33,3.64,,3.75,1.3284,18.2859,,10.3217,0.91755,34.298,6.7694,,3.6725,38.715,
2023-03-29,6.8875,0.9219138932423712,131.27,0.8099789405475458,1.0,135.6871,1.4918693122482471,,13.175230566534916,5.1487,1.3289,1.3576,799.76,,21.785,6.8678,,,82.3603,,,3.566,,1297.4,0.3064,,4.4008,46.1943,18.1052,,1.5979546180888462,10.4181,0.3845,,3.755,54.376,4.3247,3.64,,3.75,1.3289,18.1442,,10.3762,0.91795,34.296,6.746,,3.6725,38.867,
2023-03-30,6.8767,0.9186110600771633,132.52,0.8104384471999352,1.0,135.5458,1.4954389113204727,,13.140604467805518,5.1248,1.3303,1.3533,792.18,,21.633,6.843,,,,,,3.586,,1299.3,0.30655,,4.424,46.182,18.0932,,1.6096579476861168,10.4327,0.3845,,3.755,54.434,4.3043,3.64,77.0863,3.75,1.3303,18.0836,,10.4271,0.9149,34.278,,,3.6725,38.835,
2023-03-31,6.8685,0.9195402298850576,133.48,0.8080481596703164,1.0,135.541,1.4898688915375446,,13.175230566534916,5.0798,1.327,1.3533,789.32,,21.598,6.8492,,,82.2169,,,3.615,,1303.8,,,4.409,46.0795,18.0415,,1.5936254980079683,10.4772,0.3845,,3.758,54.429,4.2934,,77.3233,,1.327,17.8139,,10.3539,0.91735,34.095,6.7484,,,38.648,
2023-04-03,6.8885,0.9199632014719411,133.04,0.8087343307723414,1.0,135.8639,1.5008254539997,,13.10615989515072,5.0631,1.3345,1.3438,790.41,,21.571,6.8541,,,82.3867,,,3.593,,1295.4,0.30675,,4.4225,45.7393,18.107,,1.6056518946692357,10.351,0.3845,,3.764,54.318,4.3168,3.64,77.951,3.75,1.3345,17.9478,,10.3933,0.91635,34.399,6.7307,,3.6725,38.567,
2023-04-04,6.88,0.9173470323823502,132.57,0.7997121036426886,1.0,135.5454,1.4781966001478197,,13.037809647979138,5.0756,1.3276,1.3447,801.28,,21.478,6.8354,,,,,,3.564,,1316.3,0.30635,,4.4075,45.6391,18.1185,,1.5884361845762844,10.3059,0.3845,,3.769,54.591,4.2855,3.64,79.3563,3.75,1.3276,17.8028,,10.3731,0.9122,34.256,6.7399,,3.6725,38.756,
2023-04-05,,0.9140767824497257,131.52,0.8020532563362208,1.0,135.3153,1.484560570071259,,13.037809647979138,5.0441,1.326,1.3457,810.64,,21.395,6.8097,,,82.1892,,,,,1310.3,0.30605,,4.396,45.566,18.3323,,1.5705983979896339,10.4196,0.3845,,3.769,54.576,4.2739,3.64,79.4961,3.75,1.326,17.9286,,10.2892,0.90495,33.932,6.7535,,3.6725,38.698,
2023-04-06,6.8779,0.9161704076958315,131.1,0.8025360138036194,1.0,135.4627,1.4938751120406335,,13.123359580052492,5.0677,1.3298,1.3478,810.22,,21.45,,,,81.9753,,,,,1311.9,0.3062,,4.4045,45.6091,,,1.5870496746548166,,0.3845,,,,4.3033,3.64,80.6713,3.75,1.3298,18.1575,,10.4129,0.90525,,6.7537,,3.6725,,
2023-04-07,6.8754,,131.73,,1.0,135.451,,,,,,,,,,,,,,,,,,1318.7,,,4.4025,45.4083,,,,,,,,,,,82.3988,,,,,,,34.115,,,,,
2023-04-10,6.8728,,132.6,,1.0,135.4804,,,,5.0828,1.33,1.3527,814.64,,,,,,81.9105,,,,,1318.9,0.3063,,4.408,45.7016,18.1765,,,,0.3845,,3.773,,,,81.7441,3.75,1.33,,,,,34.315,,,3.6725,38.741,
2023-04-11,6.8862,0.9170105456212746,133.42,0.8030193527664016,1.0,135.6726,1.4976785981728322,,13.245033112582782,5.0122,1.3315,1.3483,821.49,,21.518,6.8322,,,82.0881,,,3.624,,1320.0,0.3063,,4.416,45.3845,18.187,,1.6070711128967459,10.5855,0.3845,,3.783,54.428,4.2917,,82.1799,3.75,1.3315,18.3474,,10.4718,0.904,34.317,6.758,,3.6725,38.615,
2023-04-12,6.8841,0.9155832265152902,133.75,0.8056394763343404,1.0,135.5722,1.49902563333833,,13.227513227513228,4.949,1.332,1.3447,811.75,,21.439,6.8216,,,82.0712,,,,,1319.5,0.3063,,4.4155,45.4295,18.066,,1.6134236850596966,10.5059,0.3845,,3.773,54.734,4.2713,,82.0934,3.75,1.332,18.4256,,10.4011,0.9022,34.243,6.7622,,3.6725,38.646,
2023-04-13,6.8738,0.9078529278256923,133.22,0.7996161842315689,1.0,135.3086,1.4923145799134456,,13.21003963011889,4.9091,1.3268,1.3359,802.89,,21.128,6.7643,,,81.9755,,,3.655,,1324.2,0.3061,,4.402,45.3588,18.0152,,1.6096579476861168,10.4013,0.3845,,3.774,55.101,4.2225,,81.6758,3.75,1.3268,18.2601,,10.3423,0.89125,,6.756,,3.6725,38.749,
2023-04-14,6.8434,0.9044044496698924,132.47,0.79923273657289,1.0,135.1372,1.4742739200943535,,13.054830287206267,4.9449,1.3241,1.3362,795.81,,21.11,6.7387,,,,,,3.661,,1318.0,,,4.3885,45.15,18.0638,,1.5839074998020117,10.312,,,3.778,55.27,4.2042,,81.5045,,1.3241,18.1129,,10.2507,0.8874,,6.7483,,,38.949,
2023-04-17,6.8685,0.9106638739641197,133.85,0.8060615831049492,1.0,135.35,1.4892032762472078,,13.10615989515072,4.9415,1.3321,1.3398,797.28,,21.27,6.7863,,,81.9456,,,3.647,,1299.3,0.3062,,4.419,45.2173,18.0868,,1.6138142499798271,10.3488,0.3845,,3.779,55.153,4.2261,,81.6279,,1.3321,18.1459,,10.3134,0.89365,34.342,6.7521,,3.6725,,
2023-04-18,6.8771,0.9114108640174992,134.42,0.8039231449473431,1.0,135.4681,1.4852220406950838,,13.192612137203165,4.9672,1.3343,1.3387,801.26,,21.312,6.7912,,,82.0734,,,3.647,,1311.3,0.30635,,4.438,45.1348,18.063,,1.6161616161616161,10.4516,0.3845,,3.774,55.589,4.2151,,81.6028,,1.3343,18.2393,,10.3053,0.89635,34.412,6.7538,,3.6725,38.926,
2023-04-19,6.8962,0.914662032379036,134.1,0.8055096862539772,1.0,,1.4865467518953472,,13.175230566534916,5.0461,1.3335,1.3445,795.23,,21.463,6.8155,,,82.1202,,,3.659,,1318.8,0.30635,,4.4315,45.1761,18.0448,,1.6121231662098985,10.5493,,,3.774,56.094,4.2244,,81.6549,,1.3335,18.277,,10.3238,0.89965,34.398,6.747,,3.6725,38.968,
2023-04-20,6.8846,0.9137426900584795,134.82,0.8039231449473431,1.0,135.5332,1.4892032762472078,,13.140604467805518,5.0491,1.3343,,796.93,,21.479,6.8096,,,82.1635,,,3.654,,1318.8,0.30625,,4.438,45.1639,,,1.6225864027259453,10.6031,,,3.762,56.08,4.2024,,81.6188,,1.3343,18.1901,,10.3494,0.89395,34.406,6.7614,,3.6725,39.017,
2023-04-21,6.8913,0.9109127345600291,134.24,0.8074609390770721,1.0,,1.4907573047107932,,,,,1.3539,791.64,,21.448,6.7888,,,82.1542,,,3.656,,1327.6,,,,45.1423,17.9988,,1.6232448664881098,10.6126,,,3.762,,4.2006,,81.4863,,1.3332,18.0983,,10.3476,0.89355,34.362,,,,38.955,
2023-04-24,6.8971,0.9089256498818397,134.08,0.8033741715203856,1.0,135.4149,1.4979029358897544,,13.140604467805518,5.0589,1.3359,1.3542,795.96,,21.312,6.7742,,,82.0495,,,3.661,,1327.9,,,,45.1378,18.0082,,1.6289297931259163,10.5863,,,3.754,56.278,4.1905,,81.2745,,1.3359,18.1616,,10.3187,0.8892,34.475,6.7559,,,38.896,
2023-04-25,6.9179,0.9072763563781527,134.29,0.802858175103368,1.0,135.2791,,,13.140604467805518,5.0607,1.3341,1.3623,814.75,,21.294,6.7619,,,81.8994,,,3.639,,1332.7,,,4.4415,45.1919,18.0892,,,10.6106,0.3845,,3.752,55.919,4.1649,,81.5499,,1.3341,18.2179,,10.2514,0.888,34.36,6.7653,,3.6725,38.715,
2023-04-26,6.9201,0.9058791557206268,133.74,0.8008970046452026,1.0,135.3145,1.5130882130428203,,13.21003963011889,5.0579,1.3378,1.3625,813.9,,21.287,6.7519,,,81.9155,,,,,1333.3,0.30615,,4.461,45.1639,18.103,,1.6265452179570592,10.6187,0.3845,,3.742,55.567,4.1557,,81.6274,3.75,1.3378,18.2813,,10.2891,0.88885,34.273,6.7713,,3.6725,38.705,
2023-04-27,6.9248,0.9056330374932077,133.67,0.8018281682235497,1.0,135.2022,1.508978421608571,,13.192612137203165,5.0144,1.3355,1.3612,805.21,,21.287,6.7504,,,81.6526,,,3.636,,1337.3,0.30595,,4.458,45.0436,18.0723,,1.6309222865530457,10.6086,0.3845,,3.731,55.608,4.1541,,81.5601,3.75,1.3355,,,10.3201,0.8927,34.104,6.7618,,3.6725,38.616,
2023-04-28,6.9232,0.9106638739641197,134.05,0.8023428410960003,1.0,135.3854,1.51285930408472,,13.21003963011889,5.0001,1.334,1.3578,801.61,,21.411,6.7879,,,81.7829,,,3.641,,1339.9,0.30595,,4.4585,45.0684,17.9975,,1.6244314489928524,10.7376,0.3845,,3.711,55.742,4.1753,3.64,80.5093,3.75,1.334,18.4303,,10.2885,0.8956,34.133,6.7309,,3.6725,38.783,
2023-05-01,,,136.69,,1.0,,1.5062509414068384,,,,,1.3546,,,,,,,,,,3.619,,,0.3063,,,,,,1.6194331983805668,,0.3845,,,,,3.64,,3.75,,,,,,,6.7526,,3.6725,,
2023-05-02,,0.9119927040583675,137.52,0.8018281682235497,1.0,135.4858,1.4914243102162565,,13.227513227513228,5.0329,1.3363,1.3618,803.3,,21.522,6.7978,,,81.7625,,,3.62,,1339.1,0.30645,,,45.2499,18.0325,,1.6181229773462784,10.7269,0.3845,,3.706,55.497,4.1823,3.64,79.9609,3.75,1.3363,18.4292,,10.2855,0.89875,34.193,6.738,,3.6725,39.015,
2023-05-03,,0.9055510278004165,,0.7996161842315689,1.0,135.2968,1.5006002400960385,,13.245033112582782,5.0221,1.3335,1.3616,808.75,,21.36,6.7476,,,81.8552,,,3.637,,1340.2,0.30625,,,44.9732,17.906,,1.6020506247997437,10.7634,0.3845,,3.704,55.367,,3.64,79.3071,3.75,1.3335,18.3746,,10.2765,0.88885,34.046,6.7378,,3.6725,39.074,
2023-05-04,6.914,0.9030160736861117,,0.7954183900731784,1.0,135.1727,1.4947683109118086,,13.157894736842106,5.01,1.3277,1.3566,806.03,,21.171,6.7277,,,81.7353,,,3.636,,1339.1,0.3061,,,45.2754,17.9575,,1.6029494269455797,10.6811,0.3845,,3.716,55.332,4.1547,3.64,78.6139,3.75,1.3277,18.2713,,10.2715,0.88535,,6.7533,,3.6725,38.952,
